# 'Elapsed time',' I',' II',' RESP',' SCG'
# 'hh:mm:ss.mmm','mV','mV','mV','mV'
'0:00.087',-0.10740757,-0.02440791,0.49042733,0.82391409
'0:00.087',-0.10770411,-0.02471249,0.49042733,0.85436927
'0:00.087',-0.10803031,-0.02501707,0.49010986,0.85436927
'0:00.087',-0.10832685,-0.02532165,0.49010986,0.88482444
'0:00.087',-0.10862339,-0.02562623,0.48981682,0.88482444
'0:00.088',-0.10894959,-0.02593081,0.48981682,0.91568569
'0:00.088',-0.10924613,-0.02623539,0.48981682,0.91568569
'0:00.088',-0.10924613,-0.02653997,0.48949936,0.94614087
'0:00.088',-0.10954267,-0.02684455,0.48949936,0.94614087
'0:00.088',-0.10954267,-0.02714913,0.48920632,0.97659605
'0:00.089',-0.10983922,-0.02745371,0.48920632,0.97659605
'0:00.089',-0.10983922,-0.02777213,0.48888886,1.00705123
'0:00.089',-0.10983922,-0.02807671,0.48888886,1.03750640
'0:00.089',-0.10983922,-0.02838129,0.48859582,1.06796158
'0:00.089',-0.10983922,-0.02868587,0.48859582,1.09882283
'0:00.090',-0.10983922,-0.02899045,0.48827836,1.12927801
'0:00.090',-0.10983922,-0.02929503,0.48827836,1.15973319
'0:00.090',-0.10983922,-0.02959961,0.48798532,1.15973319
'0:00.090',-0.10983922,-0.02990419,0.48798532,1.19018836
'0:00.090',-0.10954267,-0.03020877,0.48798532,1.22064354
'0:00.091',-0.10954267,-0.03051335,0.48766786,1.22064354
'0:00.091',-0.10924613,-0.03051335,0.48766786,1.25109872
'0:00.091',-0.10924613,-0.03081793,0.48737482,1.25109872
'0:00.091',-0.10894959,-0.03112251,0.48737482,1.28155390
'0:00.091',-0.10894959,-0.03142709,0.48705736,1.31241515
'0:00.092',-0.10862339,-0.03173167,0.48705736,1.31241515
'0:00.092',-0.10862339,-0.03203625,0.48676432,1.34287033
'0:00.092',-0.10832685,-0.03234083,0.48676432,1.37332550
'0:00.092',-0.10832685,-0.03264541,0.48644686,1.37332550
'0:00.092',-0.10803031,-0.03264541,0.48644686,1.40378068
'0:00.093',-0.10770411,-0.03294999,0.48615382,1.43423586
'0:00.093',-0.10770411,-0.03325457,0.48615382,1.43423586
'0:00.093',-0.10740757,-0.03355915,0.48583636,1.46469104
'0:00.093',-0.10740757,-0.03386373,0.48583636,1.49555229
'0:00.093',-0.10711103,-0.03416831,0.48554332,1.52600746
'0:00.094',-0.10681449,-0.03447289,0.48554332,1.55646264
'0:00.094',-0.10681449,-0.03479131,0.48522586,1.55646264
'0:00.094',-0.10648829,-0.03509589,0.48522586,1.58691782
'0:00.094',-0.10648829,-0.03509589,0.48522586,1.58691782
'0:00.094',-0.10619175,-0.03540047,0.48493282,1.61737300
'0:00.095',-0.10589520,-0.03570505,0.48493282,1.61737300
'0:00.095',-0.10589520,-0.03600963,0.48461536,1.61737300
'0:00.095',-0.10556901,-0.03631421,0.48461536,1.61737300
'0:00.095',-0.10527247,-0.03661879,0.48432232,1.61737300
'0:00.095',-0.10527247,-0.03692337,0.48432232,1.61737300
'0:00.096',-0.10497592,-0.03722795,0.48400486,1.61737300
'0:00.096',-0.10464973,-0.03722795,0.48400486,1.58691782
'0:00.096',-0.10435319,-0.03753253,0.48371182,1.58691782
'0:00.096',-0.10435319,-0.03783711,0.48371182,1.58691782
'0:00.096',-0.10405664,-0.03814169,0.48339436,1.55646264
'0:00.097',-0.10376010,-0.03814169,0.48339436,1.55646264
'0:00.097',-0.10343390,-0.03844627,0.48310132,1.52600746
'0:00.097',-0.10313736,-0.03875085,0.48310132,1.52600746
'0:00.097',-0.10284082,-0.03875085,0.48278386,1.52600746
'0:00.097',-0.10251462,-0.03905543,0.48278386,1.49555229
'0:00.098',-0.10221808,-0.03905543,0.48249082,1.49555229
'0:00.098',-0.10192154,-0.03936001,0.48249082,1.46469104
'0:00.098',-0.10162500,-0.03936001,0.48217336,1.46469104
'0:00.098',-0.10129880,-0.03966459,0.48217336,1.46469104
'0:00.098',-0.10100226,-0.03966459,0.48188032,1.43423586
'0:00.099',-0.10070572,-0.03996917,0.48188032,1.43423586
'0:00.099',-0.10037952,-0.03996917,0.48156286,1.40378068
'0:00.099',-0.10008298,-0.04027375,0.48156286,1.40378068
'0:00.099',-0.09978644,-0.04027375,0.48126982,1.40378068
'0:00.099',-0.09948989,-0.04027375,0.48126982,1.40378068
'0:00.100',-0.09916370,-0.04057832,0.48095236,1.40378068
'0:00.100',-0.09886716,-0.04057832,0.48095236,1.40378068
'0:00.100',-0.09857061,-0.04088290,0.48065932,1.40378068
'0:00.100',-0.09824442,-0.04088290,0.48065932,1.40378068
'0:00.100',-0.09794787,-0.04088290,0.48034186,1.40378068
'0:00.101',-0.09794787,-0.04118748,0.48034186,1.40378068
'0:00.101',-0.09765133,-0.04118748,0.48004882,1.40378068
'0:00.101',-0.09732514,-0.04149206,0.48004882,1.40378068
'0:00.101',-0.09702859,-0.04149206,0.47973136,1.43423586
'0:00.101',-0.09673205,-0.04149206,0.47943831,1.43423586
'0:00.102',-0.09673205,-0.04179664,0.47943831,1.43423586
'0:00.102',-0.09643551,-0.04179664,0.47912085,1.43423586
'0:00.102',-0.09610931,-0.04211507,0.47912085,1.43423586
'0:00.102',-0.09581277,-0.04211507,0.47882781,1.43423586
'0:00.102',-0.09581277,-0.04211507,0.47882781,1.46469104
'0:00.103',-0.09551623,-0.04241965,0.47851035,1.46469104
'0:00.103',-0.09519003,-0.04241965,0.47851035,1.46469104
'0:00.103',-0.09489349,-0.04272423,0.47821731,1.49555229
'0:00.103',-0.09489349,-0.04272423,0.47821731,1.49555229
'0:00.103',-0.09459695,-0.04272423,0.47789985,1.49555229
'0:00.104',-0.09430041,-0.04302881,0.47789985,1.52600746
'0:00.104',-0.09397421,-0.04302881,0.47760681,1.52600746
'0:00.104',-0.09367767,-0.04302881,0.47760681,1.52600746
'0:00.104',-0.09338113,-0.04333339,0.47728935,1.52600746
'0:00.104',-0.09305493,-0.04333339,0.47728935,1.55646264
'0:00.105',-0.09275839,-0.04333339,0.47699631,1.55646264
'0:00.105',-0.09246184,-0.04363797,0.47667885,1.55646264
'0:00.105',-0.09216530,-0.04363797,0.47667885,1.55646264
'0:00.105',-0.09216530,-0.04363797,0.47638581,1.55646264
'0:00.105',-0.09183911,-0.04363797,0.47638581,1.55646264
'0:00.106',-0.09154256,-0.04394255,0.47606835,1.55646264
'0:00.106',-0.09124602,-0.04394255,0.47606835,1.52600746
'0:00.106',-0.09091983,-0.04394255,0.47577531,1.52600746
'0:00.106',-0.09062328,-0.04394255,0.47577531,1.52600746
'0:00.106',-0.09032674,-0.04424713,0.47545785,1.52600746
'0:00.107',-0.09003020,-0.04424713,0.47545785,1.49555229
'0:00.107',-0.09003020,-0.04424713,0.47516481,1.49555229
'0:00.107',-0.08970400,-0.04424713,0.47484735,1.46469104
'0:00.107',-0.08940746,-0.04455171,0.47484735,1.46469104
'0:00.107',-0.08940746,-0.04455171,0.47455431,1.43423586
'0:00.108',-0.08911092,-0.04455171,0.47455431,1.40378068
'0:00.108',-0.08878472,-0.04455171,0.47423685,1.37332550
'0:00.108',-0.08878472,-0.04485629,0.47423685,1.34287033
'0:00.108',-0.08878472,-0.04485629,0.47394381,1.34287033
'0:00.108',-0.08848818,-0.04485629,0.47362635,1.31241515
'0:00.109',-0.08848818,-0.04485629,0.47362635,1.28155390
'0:00.109',-0.08848818,-0.04485629,0.47333331,1.25109872
'0:00.109',-0.08819164,-0.04516087,0.47333331,1.25109872
'0:00.109',-0.08819164,-0.04516087,0.47301585,1.22064354
'0:00.109',-0.08819164,-0.04516087,0.47301585,1.19018836
'0:00.110',-0.08819164,-0.04516087,0.47272281,1.15973319
'0:00.110',-0.08819164,-0.04516087,0.47272281,1.12927801
'0:00.110',-0.08819164,-0.04516087,0.47240535,1.12927801
'0:00.110',-0.08819164,-0.04546544,0.47211231,1.09882283
'0:00.110',-0.08819164,-0.04546544,0.47211231,1.09882283
'0:00.111',-0.08819164,-0.04546544,0.47179485,1.09882283
'0:00.111',-0.08819164,-0.04546544,0.47179485,1.09882283
'0:00.111',-0.08819164,-0.04546544,0.47150181,1.09882283
'0:00.111',-0.08848818,-0.04546544,0.47150181,1.09882283
'0:00.111',-0.08848818,-0.04546544,0.47118435,1.09882283
'0:00.112',-0.08848818,-0.04546544,0.47089131,1.09882283
'0:00.112',-0.08848818,-0.04546544,0.47089131,1.09882283
'0:00.112',-0.08848818,-0.04546544,0.47057385,1.09882283
'0:00.112',-0.08878472,-0.04546544,0.47057385,1.06796158
'0:00.112',-0.08878472,-0.04546544,0.47028081,1.06796158
'0:00.113',-0.08878472,-0.04546544,0.46996335,1.09882283
'0:00.113',-0.08911092,-0.04546544,0.46996335,1.09882283
'0:00.113',-0.08911092,-0.04577002,0.46967031,1.09882283
'0:00.113',-0.08911092,-0.04577002,0.46967031,1.09882283
'0:00.113',-0.08940746,-0.04577002,0.46935285,1.09882283
'0:00.114',-0.08940746,-0.04577002,0.46905981,1.09882283
'0:00.114',-0.08940746,-0.04577002,0.46905981,1.09882283
'0:00.114',-0.08970400,-0.04577002,0.46874234,1.12927801
'0:00.114',-0.08970400,-0.04577002,0.46874234,1.12927801
'0:00.114',-0.08970400,-0.04577002,0.46844930,1.12927801
'0:00.115',-0.08970400,-0.04577002,0.46844930,1.15973319
'0:00.115',-0.08970400,-0.04577002,0.46813184,1.15973319
'0:00.115',-0.08970400,-0.04577002,0.46783880,1.19018836
'0:00.115',-0.08970400,-0.04577002,0.46783880,1.19018836
'0:00.115',-0.08970400,-0.04577002,0.46752134,1.22064354
'0:00.116',-0.08970400,-0.04577002,0.46752134,1.22064354
'0:00.116',-0.08970400,-0.04577002,0.46722830,1.25109872
'0:00.116',-0.08940746,-0.04577002,0.46691084,1.25109872
'0:00.116',-0.08940746,-0.04577002,0.46691084,1.28155390
'0:00.116',-0.08940746,-0.04577002,0.46661780,1.31241515
'0:00.117',-0.08911092,-0.04577002,0.46661780,1.31241515
'0:00.117',-0.08911092,-0.04577002,0.46630034,1.34287033
'0:00.117',-0.08878472,-0.04577002,0.46600730,1.37332550
'0:00.117',-0.08878472,-0.04546544,0.46600730,1.37332550
'0:00.117',-0.08848818,-0.04546544,0.46568984,1.40378068
'0:00.118',-0.08819164,-0.04546544,0.46539680,1.43423586
'0:00.118',-0.08819164,-0.04546544,0.46539680,1.46469104
'0:00.118',-0.08786544,-0.04516087,0.46507934,1.49555229
'0:00.118',-0.08756890,-0.04516087,0.46507934,1.52600746
'0:00.118',-0.08756890,-0.04516087,0.46478630,1.52600746
'0:00.119',-0.08727236,-0.04516087,0.46446884,1.55646264
'0:00.119',-0.08697581,-0.04485629,0.46446884,1.55646264
'0:00.119',-0.08664962,-0.04485629,0.46417580,1.58691782
'0:00.119',-0.08664962,-0.04485629,0.46417580,1.58691782
'0:00.119',-0.08635308,-0.04485629,0.46385834,1.58691782
'0:00.120',-0.08605653,-0.04455171,0.46356530,1.61737300
'0:00.120',-0.08573034,-0.04455171,0.46356530,1.61737300
'0:00.120',-0.08543380,-0.04455171,0.46324784,1.61737300
'0:00.120',-0.08513725,-0.04424713,0.46324784,1.61737300
'0:00.120',-0.08513725,-0.04424713,0.46295480,1.64782818
'0:00.121',-0.08484071,-0.04424713,0.46263734,1.64782818
'0:00.121',-0.08451451,-0.04394255,0.46263734,1.64782818
'0:00.121',-0.08421797,-0.04394255,0.46234430,1.67828335
'0:00.121',-0.08392143,-0.04394255,0.46202684,1.67828335
'0:00.121',-0.08392143,-0.04363797,0.46202684,1.70914460
'0:00.122',-0.08359523,-0.04363797,0.46173380,1.70914460
'0:00.122',-0.08329869,-0.04363797,0.46173380,1.70914460
'0:00.122',-0.08329869,-0.04333339,0.46141634,1.70914460
'0:00.122',-0.08300215,-0.04333339,0.46112330,1.70914460
'0:00.122',-0.08300215,-0.04333339,0.46112330,1.70914460
'0:00.123',-0.08300215,-0.04302881,0.46080584,1.70914460
'0:00.123',-0.08300215,-0.04302881,0.46051280,1.70914460
'0:00.123',-0.08300215,-0.04302881,0.46051280,1.70914460
'0:00.123',-0.08300215,-0.04272423,0.46019534,1.70914460
'0:00.123',-0.08300215,-0.04272423,0.46019534,1.70914460
'0:00.124',-0.08300215,-0.04272423,0.45990230,1.70914460
'0:00.124',-0.08300215,-0.04272423,0.45958484,1.70914460
'0:00.124',-0.08329869,-0.04241965,0.45958484,1.70914460
'0:00.124',-0.08329869,-0.04241965,0.45929180,1.70914460
'0:00.124',-0.08359523,-0.04241965,0.45897434,1.70914460
'0:00.125',-0.08392143,-0.04241965,0.45897434,1.70914460
'0:00.125',-0.08421797,-0.04241965,0.45868130,1.70914460
'0:00.125',-0.08451451,-0.04211507,0.45836383,1.70914460
'0:00.125',-0.08484071,-0.04211507,0.45836383,1.70914460
'0:00.125',-0.08513725,-0.04211507,0.45807079,1.70914460
'0:00.126',-0.08543380,-0.04211507,0.45807079,1.70914460
'0:00.126',-0.08573034,-0.04211507,0.45775333,1.70914460
'0:00.126',-0.08635308,-0.04211507,0.45746029,1.70914460
'0:00.126',-0.08664962,-0.04211507,0.45746029,1.73959978
'0:00.126',-0.08697581,-0.04211507,0.45714283,1.73959978
'0:00.127',-0.08756890,-0.04211507,0.45684979,1.73959978
'0:00.127',-0.08786544,-0.04211507,0.45684979,1.77005496
'0:00.127',-0.08848818,-0.04211507,0.45653233,1.77005496
'0:00.127',-0.08878472,-0.04211507,0.45623929,1.77005496
'0:00.127',-0.08940746,-0.04211507,0.45623929,1.77005496
'0:00.128',-0.08970400,-0.04211507,0.45592183,1.77005496
'0:00.128',-0.09032674,-0.04211507,0.45592183,1.80051014
'0:00.128',-0.09091983,-0.04211507,0.45562879,1.80051014
'0:00.128',-0.09124602,-0.04211507,0.45531133,1.80051014
'0:00.128',-0.09183911,-0.04211507,0.45531133,1.80051014
'0:00.129',-0.09246184,-0.04211507,0.45501829,1.80051014
'0:00.129',-0.09275839,-0.04211507,0.45470083,1.77005496
'0:00.129',-0.09338113,-0.04211507,0.45470083,1.77005496
'0:00.129',-0.09397421,-0.04211507,0.45440779,1.77005496
'0:00.129',-0.09430041,-0.04211507,0.45409033,1.73959978
'0:00.130',-0.09489349,-0.04211507,0.45409033,1.73959978
'0:00.130',-0.09551623,-0.04211507,0.45379729,1.70914460
'0:00.130',-0.09610931,-0.04211507,0.45347983,1.67828335
'0:00.130',-0.09673205,-0.04241965,0.45347983,1.67828335
'0:00.130',-0.09732514,-0.04241965,0.45318679,1.64782818
'0:00.131',-0.09794787,-0.04241965,0.45318679,1.61737300
'0:00.131',-0.09824442,-0.04241965,0.45286933,1.61737300
'0:00.131',-0.09886716,-0.04241965,0.45257629,1.58691782
'0:00.131',-0.09948989,-0.04241965,0.45257629,1.55646264
'0:00.131',-0.10008298,-0.04272423,0.45225883,1.52600746
'0:00.132',-0.10070572,-0.04272423,0.45196579,1.49555229
'0:00.132',-0.10129880,-0.04272423,0.45196579,1.46469104
'0:00.132',-0.10192154,-0.04272423,0.45164833,1.43423586
'0:00.132',-0.10251462,-0.04272423,0.45135529,1.40378068
'0:00.132',-0.10313736,-0.04302881,0.45135529,1.37332550
'0:00.133',-0.10376010,-0.04302881,0.45103783,1.34287033
'0:00.133',-0.10435319,-0.04302881,0.45074479,1.28155390
'0:00.133',-0.10527247,-0.04302881,0.45074479,1.25109872
'0:00.133',-0.10589520,-0.04302881,0.45042733,1.22064354
'0:00.133',-0.10648829,-0.04302881,0.45013429,1.15973319
'0:00.134',-0.10711103,-0.04302881,0.45013429,1.12927801
'0:00.134',-0.10770411,-0.04333339,0.44981683,1.06796158
'0:00.134',-0.10832685,-0.04333339,0.44952379,1.00705123
'0:00.134',-0.10894959,-0.04333339,0.44952379,0.97659605
'0:00.134',-0.10983922,-0.04333339,0.44920633,0.91568569
'0:00.135',-0.11046195,-0.04333339,0.44891329,0.85436927
'0:00.135',-0.11108469,-0.04333339,0.44891329,0.79345891
'0:00.135',-0.11167778,-0.04333339,0.44859583,0.70209338
'0:00.135',-0.11259706,-0.04333339,0.44830279,0.67123213
'0:00.135',-0.11321980,-0.04333339,0.44830279,0.61032177
'0:00.136',-0.11381288,-0.04333339,0.44798533,0.54941142
'0:00.136',-0.11443562,-0.04333339,0.44798533,0.51895624
'0:00.136',-0.11502870,-0.04333339,0.44769228,0.45763981
'0:00.136',-0.11594798,-0.04333339,0.44737482,0.42718463
'0:00.136',-0.11657072,-0.04333339,0.44737482,0.39672945
'0:00.137',-0.11716381,-0.04333339,0.44708178,0.36627428
'0:00.137',-0.11778654,-0.04302881,0.44676432,0.33581910
'0:00.137',-0.11840928,-0.04302881,0.44676432,0.30536392
'0:00.137',-0.11900237,-0.04302881,0.44647128,0.27450267
'0:00.137',-0.11962511,-0.04302881,0.44615382,0.24404749
'0:00.138',-0.11992165,-0.04302881,0.44615382,0.21359232
'0:00.138',-0.12054439,-0.04302881,0.44586078,0.21359232
'0:00.138',-0.12113747,-0.04272423,0.44554332,0.18313714
'0:00.138',-0.12143401,-0.04272423,0.44554332,0.15268196
'0:00.138',-0.12205675,-0.04272423,0.44525028,0.12222678
'0:00.139',-0.12235329,-0.04272423,0.44493282,0.09136553
'0:00.139',-0.12267949,-0.04272423,0.44493282,0.03045518
'0:00.139',-0.12327257,-0.04241965,0.44463978,0.00000000
'0:00.139',-0.12359877,-0.04241965,0.44432232,-0.03045518
'0:00.139',-0.12389531,-0.04241965,0.44432232,-0.09136553
'0:00.140',-0.12389531,-0.04241965,0.44402928,-0.15268196
'0:00.140',-0.12419186,-0.04211507,0.44373624,-0.18313714
'0:00.140',-0.12448840,-0.04211507,0.44373624,-0.24404749
'0:00.140',-0.12448840,-0.04211507,0.44341878,-0.27450267
'0:00.140',-0.12481459,-0.04211507,0.44312574,-0.33581910
'0:00.141',-0.12481459,-0.04179664,0.44312574,-0.36627428
'0:00.141',-0.12481459,-0.04179664,0.44280828,-0.39672945
'0:00.141',-0.12481459,-0.04179664,0.44251524,-0.45763981
'0:00.141',-0.12481459,-0.04179664,0.44251524,-0.51895624
'0:00.141',-0.12481459,-0.04149206,0.44219778,-0.54941142
'0:00.142',-0.12481459,-0.04149206,0.44190474,-0.61032177
'0:00.142',-0.12448840,-0.04149206,0.44190474,-0.67123213
'0:00.142',-0.12419186,-0.04118748,0.44158728,-0.73254855
'0:00.142',-0.12419186,-0.04118748,0.44129424,-0.79345891
'0:00.142',-0.12389531,-0.04118748,0.44129424,-0.85436927
'0:00.143',-0.12359877,-0.04088290,0.44097678,-0.91568569
'0:00.143',-0.12327257,-0.04088290,0.44068374,-0.94614087
'0:00.143',-0.12297603,-0.04057832,0.44068374,-1.00705123
'0:00.143',-0.12235329,-0.04057832,0.44036628,-1.06796158
'0:00.143',-0.12205675,-0.04057832,0.44007324,-1.09882283
'0:00.144',-0.12176021,-0.04027375,0.44007324,-1.15973319
'0:00.144',-0.12113747,-0.04027375,0.43975578,-1.19018836
'0:00.144',-0.12054439,-0.03996917,0.43946274,-1.22064354
'0:00.144',-0.12021819,-0.03996917,0.43946274,-1.25109872
'0:00.144',-0.11962511,-0.03966459,0.43914528,-1.28155390
'0:00.145',-0.11900237,-0.03966459,0.43885224,-1.31241515
'0:00.145',-0.11840928,-0.03936001,0.43885224,-1.34287033
'0:00.145',-0.11778654,-0.03936001,0.43853478,-1.37332550
'0:00.145',-0.11749000,-0.03905543,0.43824174,-1.40378068
'0:00.145',-0.11686726,-0.03905543,0.43824174,-1.46469104
'0:00.146',-0.11627418,-0.03875085,0.43792428,-1.49555229
'0:00.146',-0.11565144,-0.03875085,0.43763124,-1.52600746
'0:00.146',-0.11502870,-0.03844627,0.43763124,-1.58691782
'0:00.146',-0.11443562,-0.03844627,0.43731377,-1.61737300
'0:00.146',-0.11381288,-0.03814169,0.43731377,-1.67828335
'0:00.147',-0.11321980,-0.03814169,0.43702073,-1.70914460
'0:00.147',-0.11259706,-0.03783711,0.43670327,-1.77005496
'0:00.147',-0.11197432,-0.03783711,0.43670327,-1.80051014
'0:00.147',-0.11138123,-0.03753253,0.43641023,-1.83096531
'0:00.147',-0.11075850,-0.03753253,0.43609277,-1.86142049
'0:00.148',-0.11016541,-0.03753253,0.43609277,-1.92273692
'0:00.148',-0.10954267,-0.03722795,0.43579973,-1.95319210
'0:00.148',-0.10894959,-0.03722795,0.43548227,-1.98364727
'0:00.148',-0.10832685,-0.03692337,0.43548227,-2.01410245
'0:00.148',-0.10770411,-0.03692337,0.43518923,-2.01410245
'0:00.149',-0.10711103,-0.03661879,0.43487177,-2.04455763
'0:00.149',-0.10648829,-0.03661879,0.43487177,-2.07501281
'0:00.149',-0.10589520,-0.03631421,0.43457873,-2.10587406
'0:00.149',-0.10556901,-0.03631421,0.43426127,-2.13632923
'0:00.149',-0.10497592,-0.03600963,0.43426127,-2.13632923
'0:00.150',-0.10435319,-0.03600963,0.43396823,-2.16678441
'0:00.150',-0.10376010,-0.03570505,0.43365077,-2.19723959
'0:00.150',-0.10343390,-0.03570505,0.43365077,-2.19723959
'0:00.150',-0.10284082,-0.03540047,0.43335773,-2.22769477
'0:00.150',-0.10221808,-0.03540047,0.43304027,-2.25814995
'0:00.151',-0.10192154,-0.03509589,0.43304027,-2.25814995
'0:00.151',-0.10129880,-0.03509589,0.43274723,-2.28901120
'0:00.151',-0.10100226,-0.03479131,0.43242977,-2.28901120
'0:00.151',-0.10037952,-0.03479131,0.43242977,-2.31946637
'0:00.151',-0.10008298,-0.03447289,0.43213673,-2.31946637
'0:00.152',-0.09948989,-0.03447289,0.43181927,-2.31946637
'0:00.152',-0.09916370,-0.03416831,0.43181927,-2.34992155
'0:00.152',-0.09857061,-0.03416831,0.43152623,-2.34992155
'0:00.152',-0.09824442,-0.03386373,0.43120877,-2.34992155
'0:00.152',-0.09794787,-0.03386373,0.43120877,-2.38037673
'0:00.153',-0.09732514,-0.03386373,0.43091573,-2.38037673
'0:00.153',-0.09702859,-0.03355915,0.43059827,-2.38037673
'0:00.153',-0.09673205,-0.03355915,0.43059827,-2.41083191
'0:00.153',-0.09643551,-0.03325457,0.43030523,-2.44128709
'0:00.153',-0.09581277,-0.03325457,0.42998777,-2.44128709
'0:00.154',-0.09551623,-0.03325457,0.42998777,-2.47174226
'0:00.154',-0.09519003,-0.03294999,0.42969473,-2.50260351
'0:00.154',-0.09489349,-0.03294999,0.42937727,-2.50260351
'0:00.154',-0.09459695,-0.03264541,0.42937727,-2.53305869
'0:00.154',-0.09430041,-0.03264541,0.42908423,-2.56351387
'0:00.155',-0.09367767,-0.03264541,0.42876677,-2.59396905
'0:00.155',-0.09338113,-0.03234083,0.42876677,-2.59396905
'0:00.155',-0.09305493,-0.03234083,0.42847373,-2.62442422
'0:00.155',-0.09275839,-0.03203625,0.42815627,-2.62442422
'0:00.155',-0.09246184,-0.03203625,0.42815627,-2.65487940
'0:00.156',-0.09183911,-0.03173167,0.42786323,-2.65487940
'0:00.156',-0.09154256,-0.03173167,0.42786323,-2.65487940
'0:00.156',-0.09124602,-0.03142709,0.42754577,-2.65487940
'0:00.156',-0.09091983,-0.03142709,0.42725273,-2.65487940
'0:00.156',-0.09032674,-0.03112251,0.42725273,-2.65487940
'0:00.157',-0.09003020,-0.03112251,0.42693527,-2.65487940
'0:00.157',-0.08970400,-0.03081793,0.42664222,-2.65487940
'0:00.157',-0.08940746,-0.03081793,0.42664222,-2.65487940
'0:00.157',-0.08878472,-0.03081793,0.42632476,-2.62442422
'0:00.157',-0.08848818,-0.03051335,0.42603172,-2.62442422
'0:00.158',-0.08819164,-0.03051335,0.42603172,-2.62442422
'0:00.158',-0.08756890,-0.03020877,0.42571426,-2.65487940
'0:00.158',-0.08727236,-0.03020877,0.42542122,-2.65487940
'0:00.158',-0.08697581,-0.02990419,0.42542122,-2.65487940
'0:00.158',-0.08664962,-0.02990419,0.42510376,-2.68574065
'0:00.159',-0.08605653,-0.02959961,0.42481072,-2.68574065
'0:00.159',-0.08573034,-0.02959961,0.42481072,-2.71619583
